,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
3723,FQ70521,California,8927.134298,No,Premium,High School or Below,2/11/11,Employed,,96768.0,Rural,Married,111.0,6.0,65.0,2.0,3.0,,Personal L1,Offer2,Agent,2.549986,Four-Door Car,Large
3724,OA99158,California,21423.63723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0.0,Suburban,Married,65.0,9.0,31.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,312.0,,Medsize
3725,YS84064,Arizona,15481.25277,No,Premium,Bachelor,,Unemployed,M,0.0,Suburban,Single,180.0,29.0,19.0,,2.0,,Corporate L3,Offer2,Agent,1296.0,SUV,Medsize
3726,YD45065,Oregon,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0.0,Suburban,Divorced,118.0,14.0,64.0,0.0,4.0,Personal Auto,Personal L3,Offer1,,,SUV,Medsize
3727,OC88207,California,5577.237773,No,Basic,Master,1/13/11,Employed,M,,Rural,Married,69.0,25.0,10.0,0.0,,Special Auto,Special L3,,Branch,170.689399,Two-Door Car,Medsize
3728,IL47644,Oregon,,No,Basic,High School or Below,1/3/11,Employed,F,48736.0,Urban,,111.0,14.0,,0.0,3.0,Personal Auto,Personal L1,Offer2,Call Center,,SUV,Medsize
3729,CW27031,,13450.95561,No,Extended,High School or Below,2/2/11,Unemployed,F,0.0,Suburban,Single,126.0,7.0,,0.0,2.0,Corporate Auto,Corporate L2,,,907.2,,Medsize
3730,XX44146,,6464.417095,No,Extended,High School or Below,1/26/11,Unemployed,F,0.0,Suburban,Single,89.0,33.0,98.0,0.0,,Personal Auto,Personal L2,,Branch,640.8,Two-Door Car,Small
3731,LH26131,Nevada,,No,Premium,High School or Below,2/8/11,Unemployed,F,0.0,,Single,108.0,2.0,18.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,1099.233361,Two-Door Car,Large
3732,HU94030,Arizona,10103.65572,No,,High School or Below,,Employed,F,46667.0,Rural,Single,,27.0,84.0,,3.0,Corporate Auto,Corporate L2,Offer1,Branch,59.526095,SUV,Large
3733,GP39118,Washington,4996.552721,No,Basic,High School or Below,2/17/11,Employed,M,71600.0,Rural,Married,63.0,17.0,43.0,,7.0,Personal Auto,Personal L2,Offer2,Call Center,46.158117,Two-Door Car,Medsize
3734,QL80658,Arizona,,No,Extended,,1/20/11,Employed,M,84229.0,Suburban,Married,98.0,25.0,20.0,,1.0,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Small
3735,LU63980,Nevada,,No,Basic,College,2/22/11,Unemployed,M,0.0,Suburban,,62.0,0.0,83.0,,1.0,Personal Auto,Personal L1,Offer1,,297.6,,Large
3736,,,7974.949597,No,Premium,College,2/18/11,Employed,,26118.0,Suburban,Divorced,,30.0,2.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize
3737,DZ81394,Oregon,8708.018769,No,Basic,High School or Below,1/3/11,Unemployed,F,0.0,Suburban,Single,118.0,20.0,19.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,1380.107186,SUV,
3738,,Washington,2907.363467,,Basic,College,1/15/11,Employed,M,24049.0,Suburban,Married,74.0,34.0,80.0,0.0,,Personal Auto,Personal L3,Offer4,Branch,491.446146,Four-Door Car,Medsize
3739,QJ22615,Arizona,4881.299084,No,Basic,Master,2/21/11,Employed,F,37998.0,Suburban,Married,61.0,26.0,,,7.0,Special Auto,Special L3,Offer2,,292.8,Four-Door Car,Medsize
3740,FJ24418,,3652.666261,No,Extended,Doctor,1/30/11,Unemployed,,0.0,Suburban,Married,95.0,22.0,80.0,0.0,1.0,Personal Auto,Personal L3,Offer4,,456.0,Four-Door Car,Medsize
3741,,,12779.89903,,Basic,College,1/23/11,Unemployed,M,0.0,Suburban,Single,184.0,0.0,94.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,1394.849254,Luxury SUV,Medsize
3742,DT82702,Arizona,,Yes,,College,1/26/11,Unemployed,F,0.0,Suburban,,66.0,16.0,77.0,0.0,2.0,Personal Auto,Personal L3,Offer2,,316.8,,Medsize
3743,ME87834,,4219.02412,No,,Bachelor,2/20/11,Employed,M,62396.0,Suburban,Married,107.0,24.0,52.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,693.414133,SUV,Medsize
3744,DB91647,California,5816.712126,,,College,2/13/11,Employed,M,99239.0,Suburban,,74.0,9.0,14.0,0.0,6.0,,Personal L2,Offer4,Web,,Four-Door Car,Small
3745,UM44109,Oregon,7908.452072,No,Basic,College,1/24/11,Employed,M,94303.0,Rural,Married,65.0,16.0,9.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,149.688222,Four-Door Car,Medsize
3746,RT22532,Arizona,3954.344534,Yes,Basic,,,Disabled,M,18375.0,Suburban,Married,103.0,8.0,50.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large
3747,DU60004,Nevada,,No,Extended,College,1/26/11,,F,76769.0,Rural,Married,,,91.0,,1.0,Corporate Auto,Corporate L2,Offer2,Web,170.106831,Four-Door Car,Medsize
3748,XR17548,,5064.127663,No,Basic,High School or Below,2/22/11,Employed,M,78735.0,Urban,,63.0,32.0,53.0,1.0,6.0,Personal Auto,Personal L1,Offer2,Branch,,Four-Door Car,Medsize
3749,VR14881,,8489.843197,,Extended,Bachelor,1/27/11,Unemployed,M,,Suburban,,130.0,,46.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,624.0,Sports Car,Medsize
3750,FS81127,California,2425.29505,No,Basic,Bachelor,1/3/11,Unemployed,F,0.0,Suburban,Married,67.0,3.0,42.0,1.0,1.0,Corporate Auto,Corporate L3,Offer2,Web,426.006858,Four-Door Car,Medsize
3751,VD19899,California,,No,Premium,Doctor,2/28/11,Employed,F,50494.0,Urban,Married,114.0,19.0,15.0,0.0,,Personal Auto,Personal L3,Offer2,Call Center,491.322893,Two-Door Car,Medsize
3752,SP93911,California,8828.933996,No,Premium,High School or Below,2/23/11,Employed,F,86721.0,Urban,Divorced,110.0,20.0,99.0,,3.0,Corporate Auto,Corporate L1,Offer1,Agent,372.594847,Two-Door Car,Medsize
3753,GH49378,California,5059.325681,,Basic,Bachelor,2/18/11,Employed,F,67371.0,Rural,Married,63.0,25.0,14.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,86.599774,,Medsize
3754,MZ30958,Nevada,6715.59268,No,Extended,High School or Below,2/25/11,,M,21835.0,,,90.0,,78.0,,7.0,Corporate Auto,,Offer1,Agent,432.0,Two-Door Car,Medsize
3755,FU55433,Arizona,,No,Basic,High School or Below,2/24/11,Employed,M,62452.0,Suburban,Married,67.0,1.0,9.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,,407.776546,Two-Door Car,Medsize
3756,SZ14518,California,,No,Basic,College,1/18/11,Unemployed,F,0.0,Suburban,Divorced,72.0,15.0,45.0,0.0,2.0,Personal Auto,,Offer3,Call Center,518.4,Four-Door Car,Medsize
3757,XI58886,California,2795.546288,No,Basic,,1/9/11,Employed,M,,,Married,70.0,0.0,60.0,0.0,,Personal Auto,Personal L1,Offer2,Branch,111.823103,Two-Door Car,Medsize
3758,NL17031,Washington,2972.459706,No,Extended,High School or Below,2/28/11,Unemployed,M,0.0,Suburban,Single,84.0,,28.0,0.0,1.0,Personal Auto,,Offer2,Agent,,Two-Door Car,Medsize
3759,OB32861,Nevada,6288.156817,No,,High School or Below,1/21/11,Unemployed,M,0.0,Suburban,Married,84.0,14.0,66.0,0.0,3.0,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,Medsize
3760,AZ84403,Oregon,61850.18803,No,,College,2/4/11,Unemployed,F,0.0,Suburban,Married,,19.0,,0.0,2.0,Personal Auto,,Offer3,Branch,1142.4,Luxury SUV,Medsize
3761,PU34934,Arizona,,No,Extended,College,,Employed,F,22601.0,Suburban,Married,88.0,1.0,,0.0,2.0,,,Offer3,Branch,633.6,Four-Door Car,
3762,WX87964,Washington,,No,Basic,High School or Below,2/15/11,Employed,,29560.0,,Married,62.0,,89.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize
3763,VI12468,Oregon,35013.54166,No,Extended,Bachelor,,Unemployed,F,0.0,Urban,Married,133.0,1.0,85.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,532.747291,SUV,Medsize
3764,RC44077,California,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790.0,Suburban,Married,71.0,4.0,41.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,,Two-Door Car,Medsize
3765,ZQ48144,California,3636.943738,No,Extended,Bachelor,1/11/11,Employed,F,34986.0,Rural,Married,91.0,7.0,75.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,73.839514,Four-Door Car,Medsize
3766,MA83261,Arizona,2785.418107,No,Basic,High School or Below,1/18/11,Employed,M,66378.0,Rural,Divorced,,20.0,61.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,158.000332,Two-Door Car,Medsize
3767,ER63193,,7715.103608,No,Extended,High School or Below,1/25/11,Employed,F,48784.0,Urban,Married,96.0,28.0,86.0,0.0,3.0,,Corporate L2,Offer1,Branch,252.076899,Four-Door Car,
3768,XZ34917,Washington,5643.802354,No,Basic,Bachelor,1/10/11,Employed,M,41043.0,Suburban,Married,,22.0,60.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,Small
3769,WH36754,Oregon,19088.34203,No,Basic,College,1/21/11,Employed,F,32775.0,Urban,,61.0,10.0,73.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,,Four-Door Car,Small
3770,ZG90341,Oregon,9156.272726,No,Premium,Bachelor,2/7/11,Employed,M,61200.0,Suburban,Single,118.0,20.0,74.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Branch,566.4,Four-Door Car,Medsize
3771,KR82385,California,5454.587929,No,Basic,,1/26/11,Employed,M,66334.0,Suburban,Single,69.0,25.0,25.0,0.0,4.0,Personal Auto,Personal L3,Offer4,Call Center,331.2,Two-Door Car,Medsize
3772,MC48570,Arizona,,,Basic,Doctor,2/26/11,Disabled,F,18661.0,Urban,Married,62.0,13.0,74.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,196.879475,Two-Door Car,Medsize
3773,MP13698,Oregon,,No,,College,1/29/11,Unemployed,F,0.0,Suburban,Single,111.0,29.0,60.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Agent,532.8,Two-Door Car,Medsize
3774,JE84351,,6938.874476,No,Extended,Bachelor,1/4/11,Employed,M,53133.0,Suburban,Single,91.0,11.0,6.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,652.386798,Two-Door Car,Small
3775,BU72276,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134.0,Suburban,Married,67.0,,0.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
3776,DC78147,Arizona,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,,Suburban,Single,,12.0,4.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,
3777,,Arizona,5363.405969,No,Basic,High School or Below,,Employed,M,64324.0,,,67.0,7.0,67.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Branch,321.6,Four-Door Car,Small
3778,TG97744,Oregon,3265.156348,Yes,Extended,,1/26/11,Employed,,25820.0,Suburban,,,,,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize
3779,QT26393,California,2446.911045,No,Basic,Bachelor,2/24/11,Medical Leave,M,29152.0,Urban,Divorced,67.0,24.0,72.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,255.079807,Two-Door Car,Medsize
3780,UG49716,Washington,4196.689511,No,Basic,College,1/3/11,Unemployed,F,0.0,Suburban,Single,114.0,19.0,77.0,0.0,1.0,Personal Auto,Personal L3,,Branch,,Sports Car,Large
3781,HF11584,Arizona,,No,Basic,Master,1/11/11,Employed,M,62448.0,Suburban,Married,107.0,0.0,11.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,Medsize
3782,MS87381,California,23866.15656,,Extended,High School or Below,2/14/11,Unemployed,F,,Suburban,Married,81.0,27.0,93.0,1.0,2.0,Personal Auto,Personal L2,Offer3,Branch,388.8,,Medsize
3783,YU79270,Arizona,4633.336334,No,Basic,College,1/15/11,Medical Leave,M,27132.0,Suburban,Single,63.0,32.0,59.0,1.0,4.0,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize
3784,HU81007,,8196.077584,No,Basic,Bachelor,2/28/11,,F,21706.0,Suburban,Divorced,108.0,19.0,28.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize
3785,XH53960,Arizona,2167.330201,No,Basic,Bachelor,2/12/11,Unemployed,F,0.0,Suburban,Single,61.0,16.0,46.0,0.0,,Personal Auto,Personal L3,Offer3,Agent,439.2,Four-Door Car,Small
3786,MM62953,Arizona,5619.849825,No,Basic,High School or Below,2/16/11,Employed,M,,Suburban,Married,70.0,,75.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Agent,336.0,,Medsize
3787,DA74095,,6102.307214,No,Premium,Bachelor,2/18/11,Employed,F,42800.0,Suburban,Married,153.0,4.0,,1.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,,Sports Car,
3788,QD46343,Arizona,3919.366722,Yes,Extended,,1/5/11,Employed,F,66676.0,Suburban,Married,97.0,,40.0,0.0,,Personal Auto,Personal L3,Offer3,Agent,558.099357,Four-Door Car,Small
3789,FR17176,Arizona,14944.83656,No,Basic,High School or Below,,Unemployed,F,,Suburban,Married,68.0,11.0,52.0,0.0,2.0,Personal Auto,Personal L3,Offer1,,326.4,Four-Door Car,Medsize
3790,WY26014,California,10819.999,No,Extended,High School or Below,1/19/11,Employed,F,37433.0,Urban,Married,90.0,7.0,18.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,410.391616,Four-Door Car,Medsize
3791,RY32848,,15839.08876,No,Extended,Doctor,2/21/11,Employed,M,44930.0,Rural,,132.0,19.0,42.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,111.049063,SUV,Medsize
3792,,Arizona,6451.263836,No,,Bachelor,1/13/11,Employed,,30857.0,,Married,81.0,17.0,,0.0,7.0,Personal Auto,Personal L3,,Web,309.161777,Two-Door Car,Large
3793,MQ48266,Arizona,5564.957596,No,Basic,Bachelor,1/11/11,Employed,F,46507.0,Urban,Married,73.0,17.0,32.0,4.0,3.0,Personal Auto,Personal L3,,Agent,,Two-Door Car,Medsize
3794,EA68909,California,2444.896824,No,,Bachelor,2/8/11,,M,48473.0,Suburban,Single,63.0,1.0,73.0,,1.0,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,
3795,KP51068,Oregon,2640.58732,No,Basic,Bachelor,2/1/11,Employed,M,59961.0,Urban,,68.0,8.0,7.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,291.91645,Four-Door Car,Medsize
3796,CM78608,California,,No,Basic,,1/31/11,Employed,F,88359.0,Rural,Divorced,73.0,1.0,49.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,
3797,,California,,,Basic,College,1/17/11,Employed,M,97607.0,Rural,Married,71.0,2.0,67.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Branch,60.021023,Two-Door Car,Medsize
3798,GS76685,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228.0,Suburban,Divorced,,3.0,43.0,1.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,523.815839,SUV,Medsize
3799,BR40272,California,8247.952072,No,Premium,College,1/30/11,,M,49009.0,Suburban,,105.0,17.0,28.0,0.0,7.0,Personal Auto,,Offer2,,504.0,Four-Door Car,Medsize
3800,FX36546,Washington,3679.142115,No,Extended,Master,1/17/11,Employed,M,60804.0,Rural,Married,92.0,16.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,,Four-Door Car,Medsize
3801,FY31714,Oregon,16331.43396,,,Bachelor,2/19/11,Employed,M,,Urban,Single,,17.0,84.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,206.95076,,Large
3802,GL99349,California,20474.14563,No,Basic,High School or Below,2/1/11,Employed,,95621.0,Suburban,Married,66.0,7.0,90.0,5.0,2.0,,Personal L2,Offer4,Web,351.877002,Two-Door Car,Small
3803,HH49391,Oregon,9414.943031,No,Extended,High School or Below,1/10/11,Retired,M,15741.0,Suburban,Divorced,132.0,14.0,4.0,0.0,4.0,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize
3804,WG26617,Oregon,9732.584122,No,Extended,Bachelor,2/28/11,Employed,M,38279.0,Rural,Married,82.0,,41.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,64.396979,Two-Door Car,Medsize
3805,,Oregon,4611.2543,No,Basic,Master,1/7/11,Unemployed,M,0.0,Suburban,Married,61.0,4.0,15.0,0.0,7.0,,Personal L3,Offer2,Web,292.8,,Medsize
3806,QQ25666,Arizona,14510.7505,No,,High School or Below,,Employed,M,60120.0,Urban,Married,182.0,30.0,21.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize
3807,VE72838,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207.0,Suburban,Single,116.0,23.0,21.0,0.0,,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize
3808,ZN27809,Oregon,8083.541953,No,Basic,College,1/13/11,Unemployed,F,0.0,Suburban,Single,116.0,7.0,23.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Web,820.018767,SUV,Medsize
3809,IZ71030,California,,,Basic,College,2/8/11,Employed,F,69446.0,Rural,Married,64.0,23.0,,1.0,1.0,Personal Auto,Personal L2,Offer3,Branch,26.731452,,Medsize
3810,LU79958,Washington,2273.62059,No,Basic,Bachelor,1/17/11,,F,0.0,Suburban,,73.0,14.0,1.0,4.0,1.0,Personal Auto,Personal L1,Offer1,Web,,Four-Door Car,Large
3811,KT30737,California,3995.358195,No,Basic,College,,Unemployed,M,0.0,Suburban,Single,119.0,19.0,,0.0,1.0,Corporate Auto,,Offer2,Agent,856.8,SUV,Medsize
3812,IU32539,California,7282.221435,No,Extended,Bachelor,2/12/11,,F,50886.0,,Single,95.0,25.0,9.0,1.0,9.0,Personal Auto,Personal L1,Offer4,Branch,620.10464,Two-Door Car,Medsize
3813,UI73924,Oregon,2469.56901,No,Basic,Bachelor,1/2/11,Employed,F,55257.0,Urban,Married,64.0,0.0,77.0,3.0,,Personal Auto,Personal L3,Offer3,Agent,,Two-Door Car,Medsize
3814,,California,2450.625315,No,Basic,College,,Employed,,61883.0,Rural,Divorced,62.0,11.0,62.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Web,18.077998,Four-Door Car,Medsize
3815,CE21829,Oregon,10856.17638,No,Extended,College,1/30/11,Employed,M,37233.0,Rural,Divorced,136.0,,91.0,0.0,,Personal Auto,,Offer1,Call Center,242.545602,SUV,Small
3816,BU17847,Arizona,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722.0,Rural,Single,116.0,8.0,23.0,0.0,,Personal Auto,Personal L2,Offer1,Agent,158.077504,Sports Car,Medsize
3817,,California,4654.582368,No,Premium,Master,1/7/11,Employed,F,81883.0,Urban,Married,114.0,15.0,40.0,0.0,,Personal Auto,Personal L3,,Branch,376.002146,Four-Door Car,Medsize
3818,EA40332,Oregon,15394.8718,,Premium,Bachelor,1/22/11,Employed,M,35822.0,Suburban,Divorced,197.0,25.0,,0.0,,Personal Auto,,Offer2,Agent,1404.868905,SUV,Medsize
3819,KB75939,Oregon,9421.101961,No,,Bachelor,1/8/11,Disabled,F,23059.0,Rural,Divorced,126.0,30.0,66.0,0.0,,Corporate Auto,Corporate L3,Offer3,Branch,,Sports Car,Medsize
3820,,Oregon,2640.515863,No,Basic,Bachelor,2/11/11,Employed,F,97666.0,Rural,Single,66.0,16.0,60.0,0.0,1.0,Personal Auto,Personal L3,,Branch,136.27248,Four-Door Car,Medsize
3821,ZE62067,,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057.0,,Divorced,74.0,3.0,63.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,523.888845,Four-Door Car,Small
3822,AU45793,Arizona,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817.0,Rural,Divorced,88.0,25.0,43.0,0.0,1.0,Corporate Auto,,,Branch,91.834668,Four-Door Car,Medsize
3823,RE29131,Oregon,4349.30875,Yes,Basic,College,2/10/11,Employed,F,75648.0,Rural,,108.0,28.0,,0.0,,Personal Auto,Personal L2,,,112.660916,SUV,Large
3824,FZ19620,Oregon,9672.701942,No,Extended,High School or Below,2/23/11,Unemployed,M,0.0,Suburban,Single,96.0,5.0,27.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,1120.677126,Four-Door Car,Medsize
3825,HM93220,Arizona,15266.48446,No,Extended,High School or Below,2/9/11,Medical Leave,F,25852.0,Suburban,Married,135.0,29.0,71.0,1.0,,Personal Auto,Personal L2,Offer1,Agent,,Sports Car,
3826,BO94261,Arizona,7550.867469,,Basic,Doctor,1/20/11,Unemployed,,,Rural,Married,68.0,,15.0,,2.0,Personal Auto,Personal L1,Offer2,Call Center,100.212651,Four-Door Car,Medsize
3827,TC18805,Washington,9939.255085,No,Extended,Bachelor,1/15/11,,M,,,Married,137.0,16.0,82.0,2.0,3.0,Personal Auto,Personal L1,Offer1,Agent,,SUV,Medsize
3828,UQ24268,Oregon,14962.37103,No,,High School or Below,2/12/11,,F,,Suburban,Married,82.0,9.0,,0.0,2.0,Personal Auto,Personal L1,Offer4,Agent,393.6,Four-Door Car,Medsize
3829,NF25863,Nevada,7887.82202,No,Extended,High School or Below,1/17/11,Employed,M,32150.0,Suburban,,98.0,21.0,64.0,0.0,,Personal Auto,Personal L3,,Call Center,470.4,Two-Door Car,Medsize
3830,FD98839,Oregon,,,,College,2/8/11,Employed,M,52674.0,Rural,Married,73.0,8.0,49.0,0.0,1.0,Personal Auto,,Offer2,Call Center,166.5492,Two-Door Car,Large
3831,FN99437,California,4397.781207,No,Basic,College,,Employed,M,91653.0,Urban,Divorced,111.0,10.0,25.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,343.98412,SUV,Medsize
3832,,Arizona,5781.015999,No,Basic,High School or Below,1/27/11,Employed,F,69512.0,Urban,Married,72.0,3.0,62.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Branch,196.977247,Two-Door Car,Medsize
3833,IA67715,California,7720.155885,No,Basic,,2/26/11,Employed,F,67332.0,Suburban,Married,192.0,3.0,10.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize
3834,JG61793,Washington,3046.248976,No,Extended,High School or Below,1/18/11,Unemployed,M,0.0,Suburban,Single,98.0,4.0,,2.0,1.0,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,Small
3835,CR41258,,2590.321715,No,Basic,College,2/12/11,Employed,M,53304.0,Rural,,65.0,14.0,82.0,0.0,1.0,Personal Auto,,Offer3,Branch,116.322725,Four-Door Car,Medsize
3836,BE75190,California,,No,Extended,College,,Employed,M,28754.0,Suburban,Single,,9.0,17.0,0.0,2.0,Corporate Auto,,Offer2,Web,427.2,Four-Door Car,
3837,EW16697,Arizona,2552.00081,No,Basic,,1/16/11,Employed,F,50201.0,Rural,Married,64.0,21.0,,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,,,
3838,,,9404.447425,No,Extended,Bachelor,2/1/11,Employed,F,51593.0,,Married,80.0,5.0,91.0,2.0,2.0,Personal Auto,Personal L2,,,202.905809,Two-Door Car,Medsize
3839,MU57098,Oregon,5678.050167,Yes,Extended,Bachelor,,Unemployed,F,0.0,Suburban,Married,76.0,8.0,44.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
3840,WB21698,California,,,Extended,High School or Below,2/7/11,Employed,F,,Urban,,92.0,25.0,77.0,0.0,,Personal Auto,Personal L3,,Branch,388.135527,Four-Door Car,Medsize
3841,MU75490,Oregon,8417.102804,No,Basic,Bachelor,1/25/11,Employed,,31756.0,Urban,Married,107.0,1.0,97.0,0.0,,Corporate Auto,,Offer1,Agent,415.850776,SUV,Medsize
3842,UA44429,California,2520.028421,No,Basic,College,1/24/11,Unemployed,F,0.0,Suburban,Married,68.0,3.0,52.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,
3843,PP64004,Nevada,8186.308757,No,Basic,Bachelor,1/20/11,Disabled,F,20369.0,Suburban,Married,105.0,4.0,38.0,0.0,3.0,Personal Auto,Personal L1,,Agent,1126.65778,SUV,Small
3844,FI77477,Washington,4229.923123,No,Extended,,1/23/11,Unemployed,M,,Suburban,Single,126.0,15.0,45.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,907.2,SUV,Small
3845,NT40494,California,5074.246068,No,Basic,High School or Below,2/27/11,Employed,F,66933.0,,Married,63.0,8.0,0.0,0.0,6.0,Personal Auto,Personal L1,Offer1,Agent,160.52105,Four-Door Car,Medsize
3846,YM98727,California,12981.52926,No,Premium,High School or Below,1/27/11,Employed,F,39843.0,Suburban,Married,109.0,5.0,97.0,,2.0,Personal Auto,,Offer1,Agent,523.2,Four-Door Car,Small
3847,NT77164,Arizona,2744.172816,,Basic,Doctor,,Medical Leave,M,16686.0,Rural,Married,71.0,9.0,32.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,125.510669,Four-Door Car,Medsize
3848,IL91509,Oregon,13226.22345,No,Basic,Bachelor,1/22/11,Unemployed,F,0.0,Suburban,Single,190.0,2.0,78.0,1.0,4.0,Special Auto,Special L3,Offer1,,1398.023248,Luxury Car,Medsize
3849,PS47550,California,13178.43163,No,Basic,High School or Below,1/13/11,Employed,F,,Suburban,,108.0,4.0,71.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,776.601764,,Medsize
3850,PK66498,California,,No,Basic,High School or Below,1/2/11,Employed,M,72897.0,Suburban,Married,73.0,26.0,96.0,0.0,,,Personal L3,Offer1,Call Center,507.709291,Two-Door Car,Medsize
